Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Group
THTPA,2.033887317,1.749651808,0.382488377,4.5743921,4.77605E-06,8.20493E-05,AD
CLDN15,2.143495945,1.112462014,0.243203629,4.574199888,4.78043E-06,8.20493E-05,AD
HNRNPA1P48,1.876545046,2.991817198,0.609612353,4.907737157,9.21332E-07,8.11383E-05,LBD
LNX2,2.20954547,2.227382638,0.458610039,4.856811777,1.19291E-06,7.98469E-05,MS
DDX39A,6.01540998,1.103456573,0.240872713,4.581077535,4.62586E-06,7.96531E-05,AD
RPS27L,14.78825158,1.062214205,0.231848409,4.581503105,4.61646E-06,7.96531E-05,AD
MTREX,1.380366918,2.598862546,0.53268659,4.878783504,1.06742E-06,7.91923E-05,Epilepsy
IFRD2,2.564779043,1.181134018,0.257431881,4.588141968,4.47208E-06,7.74614E-05,AD
RANBP3L,1.155955686,2.439550991,0.495913295,4.919309514,8.685E-07,7.74183E-05,LBD
TRIM65,3.034948637,1.18805481,0.258791607,4.590777977,4.41597E-06,7.65801E-05,AD
LINC00276,1.868248525,1.853005574,0.4034775,4.592587134,4.37785E-06,7.61409E-05,AD
CD180,3.130148953,1.185318013,0.258100114,4.592473811,4.38022E-06,7.61409E-05,AD
ZNF281,4.163557817,1.079696097,0.235068138,4.593119699,4.36668E-06,7.61409E-05,AD
TMEM214,4.784315879,1.220385396,0.265631127,4.594286112,4.34233E-06,7.59337E-05,AD
CBWD3,8.687604152,1.175728942,0.255903712,4.594419261,4.33956E-06,7.59337E-05,AD
USP21,1.557713219,1.381227768,0.300346648,4.598778701,4.24975E-06,7.47618E-05,AD
LINC01481,3.180326181,2.966930747,0.64477452,4.60150123,4.19457E-06,7.388E-05,AD
CMTM3,7.538478042,2.144112792,0.439936946,4.873682043,1.09537E-06,7.36625E-05,MS
TBC1D31,3.341012431,1.10920624,0.224903476,4.931921288,8.14247E-07,7.31785E-05,LBD
S100A4,3.11678267,1.991997416,0.432655075,4.604123545,4.14207E-06,7.31315E-05,AD
PLCL1,21.56240942,2.543539144,0.521563502,4.876758313,1.07843E-06,7.28655E-05,MS
HCFC1,4.139093603,1.170401889,0.254135206,4.605429953,4.11615E-06,7.28498E-05,AD
GHDC,2.409716451,1.148900834,0.249437462,4.605967454,4.10553E-06,7.28112E-05,AD
UBXN1,8.051237038,1.047784054,0.227243643,4.610839897,4.01045E-06,7.13964E-05,AD
RASGEF1B,102.6166922,1.439191765,0.3120282,4.61237723,3.9809E-06,7.11451E-05,AD
VAT1,2.611013431,1.338339894,0.290062708,4.613967456,3.95054E-06,7.09496E-05,AD
ATOH8,1.351904823,1.376358562,0.298264649,4.614554787,3.93939E-06,7.08363E-05,AD
PTGER4,1.312148053,1.472008013,0.318953968,4.615111152,3.92885E-06,7.0821E-05,AD
RGCC,5.823786642,3.375812898,0.690876858,4.88627294,1.02763E-06,6.97618E-05,MS
TSPAN17,2.673879282,1.086420172,0.235132807,4.620453384,3.82902E-06,6.92778E-05,AD
BCAS1,4.19389715,3.265398478,0.66790246,4.889034964,1.01331E-06,6.91177E-05,MS
CAPN10,2.288390943,1.07714725,0.232898312,4.624968051,3.74656E-06,6.81896E-05,AD
NCF4,10.48666289,1.066589329,0.230504329,4.627198688,3.70645E-06,6.75618E-05,AD
VSIR,2.336821819,2.865097333,0.582917854,4.915096205,8.87389E-07,6.74815E-05,Epilepsy
GMDS-DT,2.865525086,3.035640187,0.616903325,4.92077132,8.62038E-07,6.62158E-05,Epilepsy
SLC35B1,4.055505792,1.197078541,0.258306667,4.634330795,3.58094E-06,6.56012E-05,AD
HSBP1L1,3.533479974,1.15332647,0.24881153,4.635341733,3.56348E-06,6.53633E-05,AD
PLXNC1,6.375243866,2.235618355,0.455914968,4.903586216,9.41026E-07,6.44941E-05,MS
AL033528.2,0.680988188,3.124300451,0.629178244,4.96568418,6.84593E-07,6.41543E-05,LBD
CADM1,14.00341731,1.346018962,0.270915854,4.968402337,6.75068E-07,6.36698E-05,LBD
CD302,10.40732119,1.185715675,0.255345892,4.643566669,3.42445E-06,6.32097E-05,AD
TMEM51,11.74369802,1.209873037,0.246408312,4.910033386,9.10609E-07,6.27094E-05,MS
SMIM3,2.903371852,1.082684401,0.233026252,4.646190686,3.3812E-06,6.26737E-05,AD
STAT4,1.431464548,4.170334877,0.848715187,4.913703607,8.93718E-07,6.18436E-05,MS
NEIL1,2.290529014,1.038401599,0.223272601,4.65082412,3.30611E-06,6.14912E-05,AD
B4GALT3,2.50344604,1.149282865,0.247084344,4.651378746,3.29723E-06,6.14824E-05,AD
GSDMD,7.311992202,1.07430412,0.230711795,4.656476806,3.21666E-06,6.03651E-05,AD
FNBP1,20.23051855,1.134442723,0.230517959,4.921276981,8.59813E-07,6.02003E-05,MS
SCFD1,18.32914106,1.107129866,0.224986221,4.920878545,8.61566E-07,6.02003E-05,MS
MPST,3.816362779,1.153876522,0.247734021,4.657723297,3.19726E-06,6.0078E-05,AD
SKIV2L,2.844628235,1.349550476,0.289448324,4.662491938,3.12403E-06,5.91583E-05,AD
HNRNPA1L2,0.901143116,1.932284476,0.414295773,4.664021705,3.10089E-06,5.88725E-05,AD
SURF6,4.06078622,1.016899069,0.217987906,4.664933433,3.08717E-06,5.86883E-05,AD
ZNF493,5.014691046,1.160985413,0.248819301,4.665978124,3.07152E-06,5.84669E-05,AD
MTTP,0.479071946,3.094174296,0.620300884,4.988182952,6.09498E-07,5.8237E-05,LBD
ZCCHC24,5.289222541,1.798812125,0.364904437,4.929543033,8.24222E-07,5.81584E-05,MS
LITAF,13.21809077,1.647629934,0.334076448,4.931894914,8.14357E-07,5.77468E-05,MS
PTPN22,1.657494348,1.280519253,0.273936639,4.674508889,2.94658E-06,5.63902E-05,AD
BLOC1S4,2.837538007,1.330061415,0.284238061,4.679392378,2.87726E-06,5.5565E-05,AD
LGI4,2.050168266,3.360320818,0.679925726,4.942188081,7.72506E-07,5.50516E-05,MS
CASP6,2.140534433,1.092245689,0.233139553,4.684943737,2.80037E-06,5.45121E-05,AD
TUBB6,0.942934789,3.532135348,0.714010874,4.946892932,7.54074E-07,5.41429E-05,MS
PCSK6,2.266366563,3.197274594,0.646383801,4.946402721,7.55975E-07,5.41429E-05,MS
PAPSS1,7.521966455,1.567314721,0.316741441,4.948246477,7.4885E-07,5.41429E-05,MS
KYAT1,1.180060384,3.836808517,0.703814614,5.45144764,4.99614E-08,5.35004E-05,COVID-19
USH2A,1.381315208,2.104750253,0.448693701,4.690839758,2.72086E-06,5.34734E-05,AD
SNHG7,5.117100139,1.03241949,0.220094605,4.690798713,2.72141E-06,5.34734E-05,AD
CALCOCO1,5.050587657,1.090406062,0.232350381,4.69293856,2.69308E-06,5.31312E-05,AD
MBD3,4.476303376,1.039042442,0.221284686,4.695500899,2.65954E-06,5.27542E-05,AD
MFGE8,1.994676087,3.140303613,0.633809592,4.954648292,7.24612E-07,5.27026E-05,MS
SLC38A6,4.07219658,2.122928296,0.428477026,4.954590716,7.24827E-07,5.27026E-05,MS
PER1,7.503766163,1.324184969,0.28196466,4.696279904,2.64942E-06,5.26249E-05,AD
HYI,3.382174807,1.360451845,0.289640118,4.697042164,2.63956E-06,5.25003E-05,AD
ZNF585B,1.885165795,1.96669346,0.418358302,4.700978687,2.58918E-06,5.178E-05,AD
MGAT4C,4.333096858,2.39733735,0.478004035,5.015307769,5.29486E-07,5.1262E-05,LBD
LRP4,25.64436037,2.25725573,0.479642437,4.706121802,2.52474E-06,5.105E-05,AD
FCHO2,13.880042,1.511831496,0.304624077,4.962941577,6.94335E-07,5.10033E-05,MS
JPT1,1.405908615,3.807849361,0.766797562,4.965912187,6.83789E-07,5.04876E-05,MS
PPP1R16B,3.032691882,3.772667517,0.759662523,4.966241457,6.8263E-07,5.04876E-05,MS
APLP1,12.50626925,3.008104259,0.605577464,4.967331906,6.78804E-07,5.04876E-05,MS
MFSD14A,2.942562324,2.264309312,0.480800745,4.709454662,2.4838E-06,5.03616E-05,AD
ZEB2,129.0895727,1.02030717,0.205182988,4.972669418,6.60372E-07,4.95245E-05,MS
ADRB2,8.412276533,1.185720877,0.251495273,4.714684552,2.42085E-06,4.93054E-05,AD
ISCU,9.974729421,1.021023525,0.216512739,4.715766521,2.40802E-06,4.91661E-05,AD
AK1,1.917325331,1.555908297,0.329809112,4.717602513,2.3864E-06,4.89296E-05,AD
PDE4A,5.038614153,1.005022614,0.212973448,4.719004297,2.37002E-06,4.86619E-05,AD
GAS7,18.6537736,1.668139755,0.334949282,4.980275653,6.34938E-07,4.78676E-05,MS
CENPA,0.699271714,1.96301243,0.389695926,5.037292666,4.72163E-07,4.66388E-05,LBD
VMO1,1.71116429,1.415843779,0.299422021,4.72858935,2.26085E-06,4.65512E-05,AD
PPP1R3D,2.120981512,1.344736425,0.284013939,4.734755025,2.1932E-06,4.55431E-05,AD
SLC25A18,1.595981866,2.382700473,0.472233232,5.045601016,4.52098E-07,4.52686E-05,LBD
FAM219B,7.30502431,1.101216719,0.232502839,4.73635815,2.17593E-06,4.52488E-05,AD
ARHGAP23,1.832235502,3.249723334,0.650937246,4.992375771,5.96411E-07,4.5201E-05,MS
DHRS9,7.703570577,1.067758581,0.225290811,4.73946796,2.1428E-06,4.46234E-05,AD
UQCC2,5.172313915,1.085659597,0.228993025,4.741015996,2.12649E-06,4.43469E-05,AD
NCAM2,22.69240791,3.98084744,0.796482295,4.998036323,5.79171E-07,4.41279E-05,MS
EIF2B5,7.222636159,1.282197535,0.270218596,4.745038098,2.08467E-06,4.36738E-05,AD
PLXNC1,6.375243866,1.030701277,0.217114724,4.747265674,2.06185E-06,4.33701E-05,AD
HDAC10,4.342974735,1.338306743,0.281748523,4.750004474,2.03412E-06,4.29103E-05,AD
PSMB8,3.388661114,1.169160407,0.245830125,4.755968807,1.97497E-06,4.20263E-05,AD
KAZN,8.486846109,2.530514785,0.499387755,5.067234351,4.03637E-07,4.18495E-05,LBD
AEN,3.034291694,1.197510174,0.251426601,4.762861877,1.90866E-06,4.10335E-05,AD
F11R,2.599784955,1.141319945,0.239218204,4.771041351,1.83276E-06,3.96861E-05,AD
P3H1,4.40434135,1.139437939,0.238806224,4.771391305,1.82958E-06,3.96834E-05,AD
ADCK5,2.245184116,1.052633588,0.220589612,4.771909153,1.82488E-06,3.9676E-05,AD
CD33,7.588523499,1.155376555,0.242069515,4.772912248,1.81581E-06,3.95608E-05,AD
CLN3,2.242824481,1.846299434,0.386710291,4.774373678,1.80267E-06,3.93333E-05,AD
CYP4V2,4.354639402,1.131603873,0.237006449,4.774569957,1.80092E-06,3.93333E-05,AD
CD151,4.004910966,1.502495094,0.314567196,4.776388368,1.78472E-06,3.9058E-05,AD
CEBPG,6.757411352,1.030135692,0.215624206,4.777458478,1.77525E-06,3.8909E-05,AD
ENDOV,3.055969642,1.175559898,0.245738232,4.783789195,1.72021E-06,3.81264E-05,AD
STXBP2,7.686432443,1.29886485,0.271395614,4.785872668,1.70246E-06,3.7947E-05,AD
E2F4,5.935634201,1.108529084,0.231627226,4.785832402,1.7028E-06,3.7947E-05,AD
APBA3,1.738706744,1.506925583,0.314613794,4.789763241,1.66978E-06,3.7325E-05,AD
LAMB2,1.390175073,1.586225061,0.331114926,4.790557403,1.66319E-06,3.72916E-05,AD
TEX14,2.490427685,2.88525856,0.568414324,5.07597792,3.85508E-07,3.65129E-05,Epilepsy
C1orf162,17.56978362,1.242164924,0.25873649,4.800888061,1.57964E-06,3.57993E-05,AD
SMARCD3,3.673088681,1.124289743,0.233944894,4.805788775,1.54143E-06,3.52095E-05,AD
COPS5,4.09748801,1.687583288,0.35070995,4.811905937,1.49498E-06,3.43781E-05,AD
DNAJC4,3.937605474,1.212919764,0.251911547,4.814863711,1.473E-06,3.41868E-05,AD
AKT1,5.636173838,1.063178274,0.220827862,4.814511471,1.4756E-06,3.41868E-05,AD
ELMO1-AS1,14.59913255,3.472145923,0.681619854,5.093962424,3.50656E-07,3.41867E-05,Epilepsy
TUT7,1.872754409,2.989510384,0.586728291,5.095221125,3.48334E-07,3.41795E-05,Epilepsy
RPS28,53.14673969,3.109622515,0.615643856,5.051008773,4.39483E-07,3.36639E-05,MS
SAMD1,3.350703925,1.116085509,0.231273959,4.825815722,1.39431E-06,3.27709E-05,AD
APOC1,42.43245261,1.093335974,0.226458822,4.827968115,1.37933E-06,3.25233E-05,AD
ITGA3,1.021401078,4.034584423,0.797476113,5.059191566,4.21038E-07,3.24244E-05,MS
ZNF121,6.725149521,1.040492397,0.215312895,4.832466702,1.34852E-06,3.21598E-05,AD
ICOSLG,1.599811917,1.752541453,0.362395154,4.835995824,1.32481E-06,3.17637E-05,AD
TIMM44,4.400264209,1.025977419,0.212077942,4.837737531,1.31325E-06,3.16284E-05,AD
C11orf71,2.44067339,1.940501416,0.400958553,4.839655875,1.30064E-06,3.14281E-05,AD
ALAS1,3.616964988,1.255829627,0.259465169,4.840070189,1.29793E-06,3.14281E-05,AD
DNM3,18.03986787,2.335100545,0.460569191,5.07003202,3.97749E-07,3.11875E-05,MS
PIK3IP1,9.252311061,2.019533299,0.398410337,5.06897816,3.99957E-07,3.11875E-05,MS
PTMA,56.86308997,1.972071067,0.389139334,5.067776225,4.0249E-07,3.11875E-05,MS
GPD2,18.25659895,1.552579709,0.306178199,5.070836898,3.9607E-07,3.11875E-05,MS
SCARB2,18.62042667,1.485768477,0.293188027,5.067630124,4.02799E-07,3.11875E-05,MS
NBPF19,8.608136956,1.178137853,0.243285352,4.842617286,1.2814E-06,3.11176E-05,AD
LTBR,13.82962717,1.043389206,0.215372826,4.84457221,1.26885E-06,3.10189E-05,AD
ZFYVE19,3.234980877,1.031049132,0.212640752,4.848784255,1.2422E-06,3.05206E-05,AD
AL391839.1,1.191589368,3.293327079,0.640669715,5.14044445,2.74089E-07,2.99023E-05,LBD
ERBB4,15.06503303,2.888967106,0.561520953,5.144896356,2.67669E-07,2.94214E-05,LBD
AHNAK,3.701617349,1.398731214,0.287880316,4.858724737,1.18144E-06,2.91256E-05,AD
KIF4A,0.746575677,2.872514569,0.55727391,5.1545829,2.54196E-07,2.87794E-05,LBD
AQP4-AS1,1.931942674,2.600194259,0.50483487,5.150583716,2.59677E-07,2.87794E-05,LBD
VSIG4,49.06108474,1.017947768,0.209171455,4.866571156,1.13551E-06,2.81356E-05,AD
FGR,4.10458897,1.343990802,0.276033691,4.868937551,1.122E-06,2.7848E-05,AD
IL12RB1,2.400717431,1.073630623,0.220479416,4.869527709,1.11865E-06,2.78122E-05,AD
FGF1,2.589555475,1.923201873,0.394836592,4.870880544,1.11102E-06,2.76695E-05,AD
KIAA1551,17.07517482,1.580666179,0.324469188,4.871544779,1.10729E-06,2.76237E-05,AD
PHKG1,1.64732949,1.772342678,0.342879302,5.168998741,2.35351E-07,2.70914E-05,LBD
C2orf88,2.445376224,2.767197398,0.535175937,5.170631204,2.33305E-07,2.70689E-05,LBD
SLC35D2,3.952734346,2.225696869,0.435972267,5.105134054,3.3056E-07,2.63052E-05,MS
FCGBP,50.60202329,1.122984867,0.229794513,4.886908978,1.02431E-06,2.60521E-05,AD
LYSMD3,3.663099919,1.037932361,0.212393506,4.886836604,1.02469E-06,2.60521E-05,AD
QDPR,9.73279375,1.924353302,0.376415264,5.112314734,3.18235E-07,2.54659E-05,MS
BOK,1.458151568,4.178746916,0.817113912,5.114032275,3.15353E-07,2.53771E-05,MS
RABL3,2.698803859,1.142065716,0.233343962,4.894344401,9.8634E-07,2.53415E-05,AD
ACTN4,8.119122221,1.600879312,0.312917266,5.115982678,3.12112E-07,2.52581E-05,MS
MS4A14,5.94385947,1.047795231,0.213983484,4.896617314,9.75005E-07,2.51386E-05,AD
MRPS16,6.802945835,1.047643662,0.213918818,4.897388973,9.71185E-07,2.50844E-05,AD
PLA2G4A,25.3691169,1.082599352,0.208910984,5.182108342,2.19392E-07,2.50656E-05,Epilepsy
ITGB3BP,6.109961838,1.056607872,0.203447487,5.193516461,2.06359E-07,2.47275E-05,LBD
GNPTG,6.693209609,1.024135919,0.208897646,4.902572818,9.45895E-07,2.45614E-05,AD
CCNG1,3.944977455,1.114839038,0.227343612,4.903762315,9.40182E-07,2.45E-05,AD
PYGO2,2.554824835,1.180508246,0.240493983,4.908681004,9.1691E-07,2.40929E-05,AD
ZFAND2B,2.743433358,1.155737965,0.235458597,4.908455149,9.17966E-07,2.40929E-05,AD
FLII,6.001063423,1.020512388,0.207904336,4.908567125,9.17442E-07,2.40929E-05,AD
FAAP20,4.085179279,1.099320617,0.223891364,4.910062624,9.10473E-07,2.40691E-05,AD
IGF1R,10.04857493,2.634863808,0.513981382,5.126379867,2.95366E-07,2.40388E-05,MS
BUB3,7.57090953,1.068585894,0.217489824,4.913268472,8.95705E-07,2.38078E-05,AD
SERPINF2,2.236687808,1.177699138,0.239674779,4.91373829,8.9356E-07,2.37941E-05,AD
PLPP5,3.305628632,1.098834746,0.223558715,4.915195301,8.8694E-07,2.37042E-05,AD
CACNA2D4,1.840659251,1.242641828,0.25268221,4.917804966,8.752E-07,2.35042E-05,AD
ISYNA1,2.470043889,1.389804185,0.282571597,4.91841431,8.72481E-07,2.34895E-05,AD
AC013652.1,0.841204452,3.27445206,0.628338252,5.211288741,1.87533E-07,2.30382E-05,LBD
EMP2,1.527637021,1.413836875,0.287132544,4.923986871,8.47985E-07,2.29938E-05,AD
HOMER3,3.036380914,2.341117203,0.475399324,4.924527828,8.45643E-07,2.2983E-05,AD
FCGR2B,3.76383451,1.81875733,0.368926717,4.929860719,8.22883E-07,2.26548E-05,AD
ANXA2,3.858006596,3.641644956,0.708666296,5.138730288,2.76601E-07,2.26402E-05,MS
CXCL16,16.21895267,2.004399913,0.389275509,5.149052198,2.61806E-07,2.15524E-05,MS
TMBIM6,33.16128698,1.767660374,0.343244817,5.149853074,2.60691E-07,2.15524E-05,MS
MED8,3.020632232,1.315325743,0.265904033,4.946618252,7.55139E-07,2.10274E-05,AD
GNAI1,4.63186556,2.594529684,0.502982537,5.158289784,2.49216E-07,2.07545E-05,MS
RXYLT1,0.983625639,2.766182892,0.528068987,5.238298325,1.62064E-07,2.07146E-05,LBD
ABTB1,4.040600911,1.242116217,0.250927549,4.950099031,7.41757E-07,2.06942E-05,AD
SMCR8,3.067690673,1.16413336,0.235035847,4.953003442,7.30767E-07,2.04657E-05,AD
SOX10,1.364730367,4.015612192,0.776945869,5.168458127,2.36033E-07,1.97716E-05,MS
LRRC39,1.373448448,3.537121895,0.684246803,5.169365612,2.3489E-07,1.97716E-05,MS
SLC15A3,7.033525909,1.797945684,0.347345679,5.176243127,2.26398E-07,1.91889E-05,MS
CPNE1,7.393610456,1.00795319,0.202911257,4.967458203,6.78362E-07,1.91831E-05,AD
FAM160B2,5.320195347,1.202678621,0.241662617,4.976684596,6.46826E-07,1.84686E-05,AD
TMEM86A,2.721067794,3.042970691,0.5869349,5.184511415,2.16582E-07,1.84662E-05,MS
ABCA7,3.45013812,1.242037389,0.249525053,4.977605952,6.43755E-07,1.84169E-05,AD
CTSZ,24.78039588,1.848098349,0.356271152,5.187336502,2.13323E-07,1.82972E-05,MS
S100A11,21.14562167,2.27462905,0.438312497,5.189514476,2.10843E-07,1.81935E-05,MS
SLC37A2,4.600566891,1.086291711,0.217773283,4.98817713,6.09517E-07,1.76796E-05,AD
RNF128,1.180510119,2.123443986,0.425646797,4.988746541,6.07723E-07,1.76626E-05,AD
C5orf24,9.060318174,1.173580489,0.235231203,4.989051078,6.06766E-07,1.76626E-05,AD
NPL,42.20975581,1.168672839,0.224897905,5.196459425,2.0312E-07,1.76333E-05,MS
RPS19,87.7793497,2.456562554,0.47196713,5.204944157,1.94055E-07,1.6997E-05,MS
STX6,12.86936205,1.520439467,0.292143904,5.204419629,1.94604E-07,1.6997E-05,MS
SPIRE1,12.44175112,2.247134835,0.431530165,5.207364442,1.91542E-07,1.69361E-05,MS
MAT2A,21.88962273,1.018442384,0.203600532,5.002159744,5.66916E-07,1.6786E-05,AD
ANKHD1-EIF4EBP3,1.802676837,1.369995337,0.273795245,5.003722175,5.62338E-07,1.6709E-05,AD
TMEM60,2.300796578,1.297990368,0.258946628,5.012578759,5.37054E-07,1.61215E-05,AD
FDFT1,9.303311134,1.869995582,0.358194919,5.220608902,1.78336E-07,1.58663E-05,MS
SLC31A2,3.874966534,2.816523675,0.539055764,5.2249208,1.7423E-07,1.56763E-05,MS
NPC2,22.5336107,1.927349924,0.368941866,5.223993544,1.75105E-07,1.56763E-05,MS
RCN3,6.370128643,1.082232585,0.215561184,5.020535548,5.15276E-07,1.55959E-05,AD
SPARC,1.935892726,3.62619805,0.69310022,5.2318524,1.6782E-07,1.52778E-05,MS
S100A6,6.442679443,3.517299233,0.672384709,5.23108153,1.68521E-07,1.52778E-05,MS
ARL2-SNX15,2.200148223,3.208059592,0.638381097,5.025304802,5.02634E-07,1.52448E-05,AD
RNASE6,7.668157287,1.084223977,0.215743034,5.025534114,5.02033E-07,1.52448E-05,AD
NCSTN,5.47015615,1.023029575,0.203570693,5.02542661,5.02315E-07,1.52448E-05,AD
CNTNAP4,4.892923053,3.949828266,0.75453663,5.234773382,1.65187E-07,1.51676E-05,MS
DDR1,3.416946905,2.494059111,0.476261391,5.236744272,1.63434E-07,1.5121E-05,MS
MOB3B,8.935309936,2.272971811,0.434060709,5.236529744,1.63624E-07,1.5121E-05,MS
SIRT2,7.020530198,1.772734741,0.338277512,5.240474696,1.60164E-07,1.49947E-05,MS
ATG7,51.45638195,1.723822327,0.328908403,5.241040704,1.59673E-07,1.49947E-05,MS
TNS1,1.871733259,3.812018126,0.726725191,5.245474042,1.55881E-07,1.49524E-05,MS
EYA2,3.675848094,3.794603522,0.723505397,5.244748051,1.56496E-07,1.49524E-05,MS
SASH1,5.042271328,3.419686258,0.652185846,5.243422986,1.57625E-07,1.49524E-05,MS
TBC1D2,2.126648025,2.615304361,0.498590046,5.24540027,1.55943E-07,1.49524E-05,MS
CDK19,22.74768446,1.406220573,0.268127836,5.244590031,1.5663E-07,1.49524E-05,MS
VPS35L,1.537587403,3.010551081,0.564648441,5.331726543,9.72834E-08,1.4839E-05,Epilepsy
ZYX,8.157668836,1.214094807,0.241132176,5.034976366,4.77908E-07,1.47663E-05,AD
SRRT,4.85284334,1.054703288,0.209451764,5.035542649,4.76497E-07,1.47583E-05,AD
CIR1,9.720562523,1.606266159,0.305617481,5.255805899,1.47378E-07,1.45589E-05,MS
FPR3,3.787785054,2.555674969,0.485750006,5.261296833,1.43043E-07,1.42288E-05,MS
ABCA1,15.38683615,2.101013645,0.399192903,5.263153806,1.41605E-07,1.41843E-05,MS
MBD6,5.815715681,1.078803505,0.213739931,5.0472717,4.48164E-07,1.40897E-05,AD
CALHM6,0.78006129,3.803867678,0.712806246,5.336467942,9.47746E-08,1.39951E-05,LBD
DIAPH3,1.791995296,2.792356203,0.523163839,5.337441151,9.42675E-08,1.39951E-05,LBD
ZNF808,3.354421574,1.189271279,0.23543022,5.051480973,4.38398E-07,1.38422E-05,AD
MSR1,47.35895174,1.615063424,0.306197307,5.274584029,1.33058E-07,1.35395E-05,MS
FRYL,31.32031858,1.460012677,0.27688304,5.273030362,1.34189E-07,1.35395E-05,MS
RBPJ,33.85612521,1.386098569,0.262867949,5.272984299,1.34223E-07,1.35395E-05,MS
SIRT6,3.97503673,1.230309734,0.243271917,5.05734386,4.25136E-07,1.34957E-05,AD
KRI1,3.359681734,1.032005523,0.204012316,5.058545212,4.22467E-07,1.34554E-05,AD
OGA,1.678606883,3.124165033,0.582396695,5.364324801,8.12526E-08,1.30465E-05,Epilepsy
ST14,2.78255317,1.351616453,0.266778956,5.066428298,4.05349E-07,1.30237E-05,AD
ATP8B3,1.446995952,1.801878716,0.355590953,5.067279417,4.03542E-07,1.29942E-05,AD
CD81,38.49793244,1.884171111,0.356364057,5.287208616,1.24197E-07,1.27985E-05,MS
TRMT1,21.56443904,1.043678148,0.205562201,5.07718901,3.8306E-07,1.23893E-05,AD
RRP12,2.561408732,1.031461601,0.203087234,5.078909092,3.79608E-07,1.23049E-05,AD
SLC25A39,7.306966034,1.158751156,0.228119344,5.079583057,3.78264E-07,1.22885E-05,AD
PIK3C2G,1.189180812,2.426913381,0.477113795,5.086655231,3.64433E-07,1.18921E-05,AD
TMEM219,9.473501051,1.000037384,0.196590678,5.086901343,3.63961E-07,1.18921E-05,AD
DPAGT1,3.27424093,1.315812134,0.258555521,5.08908929,3.59787E-07,1.18262E-05,AD
LETM1,4.000647558,1.02874917,0.202025644,5.092171221,3.53986E-07,1.17612E-05,AD
ZNF460,2.66256601,1.621759049,0.318388371,5.093650386,3.51234E-07,1.16963E-05,AD
CORO1A,24.56299395,1.055516636,0.207201202,5.094162712,3.50286E-07,1.16963E-05,AD
PNRC2,6.607679897,1.174936283,0.230491758,5.097519724,3.44133E-07,1.15652E-05,AD
ZDHHC9,1.879766937,2.72314672,0.512877096,5.309550267,1.09896E-07,1.14069E-05,MS
PPP2R3A,3.591434019,2.619802394,0.493017902,5.313807846,1.07358E-07,1.12248E-05,MS
EPAS1,1.722608643,3.529448273,0.663978879,5.31560323,1.06305E-07,1.11964E-05,MS
CYB561D1,3.137406917,1.154923567,0.226101519,5.107986775,3.25609E-07,1.10187E-05,AD
GPRC5B,5.378879276,3.518759973,0.661273557,5.32118657,1.03093E-07,1.09385E-05,MS
CYP27A1,9.363923733,2.671668855,0.501806588,5.324100796,1.01454E-07,1.08449E-05,MS
ARPC1B,21.84920168,1.064619974,0.208163024,5.114356792,3.14812E-07,1.07278E-05,AD
ALOX15B,4.041176385,1.918034215,0.374691587,5.118967922,3.07212E-07,1.05179E-05,AD
S100B,7.620287299,2.984335357,0.559647549,5.332526445,9.68557E-08,1.04313E-05,MS
CALHM2,1.902741101,1.487339882,0.290150574,5.126096637,2.95811E-07,1.02233E-05,AD
C1orf198,1.622443637,3.137603322,0.587647576,5.339260212,9.33266E-08,1.01274E-05,MS
SIK3,46.6646106,2.041700809,0.377510523,5.408328211,6.36158E-08,1.01087E-05,LBD
KNL1,1.085423428,4.039805231,0.746595851,5.410966626,6.26855E-08,1.00703E-05,LBD
MVB12A,3.791244301,1.025643682,0.199787795,5.133665343,2.84153E-07,9.89056E-06,AD
RNASEH2C,5.841967795,1.330724954,0.258793837,5.142027212,2.7179E-07,9.55247E-06,AD
PCED1A,5.531875191,1.067865469,0.207677376,5.14194415,2.7191E-07,9.55247E-06,AD
MSTO1,2.401979743,1.42581499,0.277190904,5.143801516,2.69234E-07,9.50708E-06,AD
GATD1,1.155645241,2.974925858,0.548338035,5.425350186,5.7841E-08,9.50088E-06,LBD
TMEM19,3.988190311,1.140856812,0.221683312,5.146336017,2.65623E-07,9.42512E-06,AD
PPP1R15B,3.969814627,1.116814644,0.216903448,5.148902206,2.62015E-07,9.36529E-06,AD
GDPD3,1.533689224,1.395957303,0.271021057,5.150733746,2.59469E-07,9.31986E-06,AD
PDPN,7.734804141,1.001269,0.194389138,5.150848497,2.59311E-07,9.31986E-06,AD
C12orf40,2.610111663,2.118147738,0.411043038,5.153104525,2.56209E-07,9.27109E-06,AD
KIF1C,3.094963377,1.242671845,0.241141902,5.153280435,2.55969E-07,9.27109E-06,AD
ARHGAP10,2.390923766,3.589930463,0.670010475,5.358021402,8.41383E-08,9.19997E-06,MS
PLPP3,2.227266541,4.511268116,0.841524266,5.360829507,8.28407E-08,9.12777E-06,MS
LAIR1,29.04446145,1.11112814,0.215363793,5.159307993,2.47864E-07,9.12727E-06,AD
TCF24,0.821435455,2.973006072,0.575777043,5.16346754,2.42417E-07,8.99543E-06,AD
TMEM150A,3.384615855,1.320229462,0.255717363,5.16284638,2.43223E-07,8.99543E-06,AD
