Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Group
CYTL1,7.74175357,1.224840631,0.237236986,5.162941281,2.43099E-07,8.99543E-06,AD
ULK3,5.210471146,1.02784661,0.19909847,5.162503809,2.43668E-07,8.99543E-06,AD
CHADL,0.969803124,3.275173152,0.61039792,5.365636161,8.06644E-08,8.95688E-06,MS
EFCAB10,1.195924104,2.228741429,0.430932138,5.171908127,2.31716E-07,8.68577E-06,AD
NOL7,8.520678056,1.110543904,0.214583988,5.175334448,2.27503E-07,8.57182E-06,AD
CDC42EP3,4.159714293,1.132549522,0.218794503,5.176316162,2.2631E-07,8.5489E-06,AD
MMP14,6.166009764,1.121122656,0.216539363,5.177454305,2.24934E-07,8.51894E-06,AD
CASP1,11.7673733,1.231397347,0.23771382,5.180167261,2.21687E-07,8.43969E-06,AD
DGAT1,2.808877528,1.176395621,0.226661568,5.190097421,2.10184E-07,8.086E-06,AD
AC135050.3,0.982958948,4.607482734,0.855290233,5.387040043,7.16275E-08,8.04982E-06,MS
FBXO32,2.755521608,2.691003017,0.499603887,5.386273177,7.19336E-08,8.04982E-06,MS
ASAP1,25.95647973,1.799704368,0.334102681,5.386680408,7.17709E-08,8.04982E-06,MS
TREM2,24.56886496,2.093038841,0.388061809,5.3935708,6.90711E-08,7.91499E-06,MS
CDKN1C,2.37600102,2.952846326,0.54579244,5.410200122,6.29544E-08,7.27224E-06,MS
ASRGL1,2.616867756,2.001878132,0.364790789,5.487743087,4.07102E-08,7.16759E-06,LBD
PTPRG,24.97044958,1.475378319,0.282551197,5.22163182,1.77353E-07,7.00737E-06,AD
TUBGCP6,4.440687238,1.231500771,0.235772494,5.223258863,1.75801E-07,6.9838E-06,AD
PLOD1,4.109073396,1.186763727,0.226952072,5.2291381,1.70302E-07,6.80231E-06,AD
PLLP,3.392530879,3.650114035,0.672409292,5.428411055,5.6858E-08,6.62141E-06,MS
SLCO3A1,4.14361998,2.978562197,0.548324832,5.432112539,5.56908E-08,6.53865E-06,MS
CERCAM,4.618641177,2.730587771,0.502576107,5.433182624,5.53577E-08,6.53865E-06,MS
RFX2,3.273038692,2.541559251,0.467672011,5.434490817,5.49531E-08,6.53865E-06,MS
C2orf88,2.445376224,2.097917114,0.400544618,5.237661468,1.62624E-07,6.53132E-06,AD
ZFPL1,2.580076894,1.29022535,0.246231522,5.239886995,1.60675E-07,6.47082E-06,AD
HIBCH,16.69043973,1.378662861,0.253466603,5.439228854,5.35117E-08,6.44119E-06,MS
DDIT3,4.572196618,1.516675376,0.289369935,5.241302538,1.59447E-07,6.43911E-06,AD
TMCO6,2.535551369,1.270213942,0.24213392,5.245914905,1.55509E-07,6.35858E-06,AD
GAB1,19.07476823,2.228687389,0.409309905,5.444987671,5.1809E-08,6.28908E-06,MS
RAPGEF3,2.245637368,1.429774356,0.272124343,5.254121471,1.48733E-07,6.18086E-06,AD
PPP1R14A,5.420520928,4.471081352,0.820411499,5.449803371,5.04255E-08,6.17347E-06,MS
AC087386.1,0.86522941,3.376011687,0.611338373,5.522329103,3.34535E-08,6.11321E-06,LBD
CNTN2,4.871827903,4.183719244,0.766485381,5.458315772,4.80672E-08,5.93547E-06,MS
EFCAB3,1.423096873,2.437295325,0.462879496,5.265507216,1.39803E-07,5.90687E-06,AD
CYP2S1,2.405765737,1.510652524,0.286861639,5.266136418,1.39325E-07,5.90687E-06,AD
REEP3,11.2893726,1.463819958,0.268016537,5.461677756,4.71656E-08,5.87478E-06,MS
GPSM3,9.294242836,1.137134356,0.215647468,5.273117123,1.34126E-07,5.76702E-06,AD
LPL,6.705010103,3.470267734,0.634403141,5.470130127,4.49705E-08,5.65051E-06,MS
MAP3K19,1.412043084,2.475507406,0.467388974,5.29646086,1.18069E-07,5.18332E-06,AD
CEP128,11.73956266,1.168485526,0.209896817,5.566952089,2.59234E-08,5.12127E-06,LBD
LGALS9,22.34364504,1.0093279,0.190438107,5.300031155,1.15783E-07,5.09912E-06,AD
RRBP1,17.8357246,1.018383587,0.19164992,5.31376995,1.0738E-07,4.83602E-06,AD
ITGB2-AS1,9.522369219,1.257597443,0.23639241,5.319956948,1.03792E-07,4.72689E-06,AD
SGSM3,3.537744465,1.87015085,0.350980553,5.328360318,9.91034E-08,4.55595E-06,AD
AC010528.1,0.777328326,3.855358254,0.68848507,5.599770308,2.14636E-08,4.41939E-06,LBD
FLJ37453,2.334437326,2.831447029,0.53004865,5.341862546,9.19964E-08,4.36145E-06,AD
FXYD5,10.67886621,1.243943665,0.232883413,5.341486754,9.21874E-08,4.36145E-06,AD
FERMT3,10.15900615,1.023519069,0.191601141,5.341925744,9.19643E-08,4.36145E-06,AD
ARRDC1-AS1,2.38003129,1.411190036,0.263954414,5.346339983,8.97506E-08,4.30185E-06,AD
NXF1,5.183199688,1.141655751,0.213382737,5.35027232,8.7822E-08,4.23719E-06,AD
TIFA,4.252835261,1.649386884,0.308157084,5.352422408,8.67845E-08,4.201E-06,AD
BPGM,1.529871035,1.454618214,0.271766543,5.352455091,8.67688E-08,4.201E-06,AD
CSNK1E,9.349493725,1.321989372,0.246884936,5.354678155,8.57088E-08,4.17659E-06,AD
RALGAPA2,26.01216109,1.47647791,0.267235039,5.525016166,3.29455E-08,4.17621E-06,MS
SLAMF8,2.720480888,1.909719048,0.356392108,5.358477383,8.39262E-08,4.11717E-06,AD
PHLDB1,3.383280725,3.368165974,0.608855259,5.531964985,3.16663E-08,4.0499E-06,MS
AC118549.1,1.584616732,3.286667578,0.580863068,5.658248486,1.52926E-08,3.87641E-06,Epilepsy
IL16,7.774270158,1.026155373,0.19084129,5.377009199,7.57333E-08,3.74036E-06,AD
BAG2,1.69038771,1.183346688,0.219951503,5.38003457,7.44715E-08,3.70306E-06,AD
UGT8,3.038869931,2.987430727,0.538162824,5.551165176,2.83772E-08,3.66193E-06,MS
GPNMB,14.48770884,1.433310786,0.266271534,5.382891527,7.32987E-08,3.65718E-06,AD
ADAMTSL1,1.518235726,2.79382903,0.494973854,5.644397191,1.65761E-08,3.61681E-06,LBD
VENTX,2.90658905,1.522234764,0.282590807,5.386710132,7.1759E-08,3.59262E-06,AD
BCOR,12.3562701,1.23451693,0.229064094,5.389395212,7.06952E-08,3.55152E-06,AD
IER5L,4.673440379,1.258338078,0.233292894,5.393812291,6.89783E-08,3.50137E-06,AD
MED28,9.884895492,1.039107226,0.192588572,5.39547707,6.83417E-08,3.49331E-06,AD
PEX26,6.060267993,1.107890952,0.205128307,5.4009657,6.62831E-08,3.39997E-06,AD
MYO7A,7.151695127,1.134916726,0.209960996,5.405369325,6.4675E-08,3.32917E-06,AD
APOE,193.0514564,1.109701244,0.204975772,5.413816629,6.16953E-08,3.22108E-06,AD
PPP1R21,16.11287512,1.597509777,0.286523414,5.575494694,2.46827E-08,3.21414E-06,MS
LTB4R,2.742861002,1.431204989,0.264218476,5.416748333,6.06927E-08,3.18017E-06,AD
DSC2,5.566045348,1.092329699,0.201341087,5.4252697,5.78671E-08,3.054E-06,AD
SLC1A5,9.856608614,1.263422775,0.232750644,5.42822462,5.69174E-08,3.02938E-06,AD
PRKN,3.772806491,3.652655298,0.639133652,5.71501013,1.09697E-08,2.927E-06,Epilepsy
RHOBTB3,6.886818562,1.045359764,0.192131939,5.440843265,5.3029E-08,2.85011E-06,AD
KCNMB4,7.772931342,2.236988849,0.399324416,5.601933564,2.11974E-08,2.78561E-06,MS
DYNLT1,8.738425533,1.039584523,0.19082255,5.44791232,5.09645E-08,2.77944E-06,AD
DPYD,63.22059238,1.143954044,0.209837824,5.451610299,4.99157E-08,2.74106E-06,AD
CRELD1,6.97766214,1.073044344,0.196693875,5.455402945,4.88619E-08,2.71187E-06,AD
TWSG1,5.438954562,1.935163545,0.344948627,5.61000507,2.02321E-08,2.68337E-06,MS
MIR3681HG,1.191568504,2.394114025,0.438437698,5.460556958,4.74643E-08,2.6484E-06,AD
LMNA,1.914128076,3.685356114,0.656320721,5.615175624,1.96363E-08,2.62869E-06,MS
MAFB,19.66557303,1.3085774,0.239176576,5.471177085,4.47056E-08,2.51366E-06,AD
LANCL1,7.139487039,2.213160664,0.393315978,5.626927937,1.83447E-08,2.47896E-06,MS
PLOD3,4.55736709,1.054137254,0.192250513,5.48314404,4.17833E-08,2.38329E-06,AD
SLC35E2B,5.404030406,1.433493503,0.2612137,5.487818993,4.06927E-08,2.34207E-06,AD
PMP22,3.799789571,3.731330395,0.66173683,5.638692343,1.71346E-08,2.33749E-06,MS
FMNL2,92.36213023,1.821668637,0.322861147,5.642266509,1.67826E-08,2.31469E-06,MS
RAP1GDS1,22.16182413,1.19758409,0.212261299,5.642027507,1.68059E-08,2.31469E-06,MS
CYP7B1,2.231310268,4.035934372,0.714835754,5.64596042,1.64262E-08,2.30675E-06,MS
RASGRP3,9.448243254,1.958393694,0.346734568,5.648106282,1.62225E-08,2.3007E-06,MS
DIP2C,12.14141422,1.886138302,0.333786018,5.65074089,1.59758E-08,2.28837E-06,MS
ARMH3,2.275390705,3.313215322,0.5739287,5.772869215,7.79329E-09,2.22853E-06,Epilepsy
PHLPP1,14.10696652,3.229852578,0.570583171,5.660616614,1.5083E-08,2.18969E-06,MS
DLC1,6.996483041,2.940160433,0.519459547,5.660037337,1.5134E-08,2.18969E-06,MS
SERINC5,9.267180685,1.798062246,0.317472499,5.663678757,1.48162E-08,2.1879E-06,MS
ARAP2,19.1466259,1.619548438,0.285774024,5.667234604,1.45121E-08,2.16532E-06,MS
ZNF514,3.205125967,1.60207678,0.290997624,5.505463434,3.68198E-08,2.16172E-06,AD
SLC48A1,3.214789316,2.607484336,0.459499417,5.67461946,1.38997E-08,2.09579E-06,MS
SELENOK,1.69307071,3.264173887,0.567675801,5.750066999,8.92081E-09,2.07005E-06,LBD
AC019205.1,1.098844046,3.067287101,0.53268314,5.758183183,8.50241E-09,2.0244E-06,LBD
ATP8A1,11.57099011,2.415899616,0.425007737,5.684366208,1.31299E-08,2.01301E-06,MS
SGK1,36.00349812,2.295302261,0.40386621,5.683323346,1.32102E-08,2.01301E-06,MS
IRF5,11.06823152,1.117979797,0.202367706,5.524497062,3.30431E-08,2.01274E-06,AD
PRR14,3.924169808,1.232120269,0.222811254,5.529883463,3.20444E-08,1.9683E-06,AD
NSD3,1.664700499,3.254663988,0.560274574,5.809051735,6.28277E-09,1.91109E-06,Epilepsy
NOL8,11.71322093,1.049239141,0.189158887,5.54686674,2.90834E-08,1.82547E-06,AD
NPIPA1,3.356376706,1.538966528,0.277260353,5.550618802,2.8466E-08,1.81723E-06,AD
EIF3F,8.555694122,1.018411988,0.183274531,5.556756764,2.74833E-08,1.76995E-06,AD
ABCA8,2.62001545,3.935088572,0.689132121,5.710209192,1.12837E-08,1.75683E-06,MS
BAX,11.16218481,1.142646174,0.205464672,5.561278082,2.67806E-08,1.73233E-06,AD
AC091057.6,1.09863419,4.450697288,0.767468685,5.799190737,6.66357E-09,1.6511E-06,LBD
SLC12A7,7.526958255,1.149534335,0.206126791,5.576831284,2.44939E-08,1.60572E-06,AD
PPM1G,9.095163679,1.227579905,0.220088245,5.577671392,2.4376E-08,1.60519E-06,AD
TPRG1,13.02221825,1.661047842,0.297597242,5.581529684,2.38412E-08,1.58425E-06,AD
GPM6B,22.52089855,2.468689501,0.430773424,5.730830551,9.99401E-09,1.57312E-06,MS
AL589740.1,2.886307321,3.956188047,0.680709942,5.811855833,6.1784E-09,1.55728E-06,LBD
CDK18,7.017398151,2.309704966,0.402602136,5.736941656,9.64014E-09,1.53428E-06,MS
NBPF14,7.437644448,1.178495091,0.210850196,5.589252998,2.28048E-08,1.5223E-06,AD
SLC12A2,5.123820114,2.217986673,0.386357949,5.740755892,9.42549E-09,1.51697E-06,MS
TPRG1,13.02221825,3.432312403,0.597242252,5.746935001,9.08756E-09,1.49613E-06,MS
ZNF331,9.725547229,2.060395113,0.3586408,5.745010358,9.19154E-09,1.49613E-06,MS
AMFR,5.587694675,1.881949706,0.327563937,5.745289673,9.17638E-09,1.49613E-06,MS
TMTC2,12.50616851,3.486021581,0.605761614,5.754774655,8.67574E-09,1.46202E-06,MS
CTSS,26.92114012,1.507594968,0.261868108,5.757077402,8.55827E-09,1.45939E-06,MS
PTPRM,18.62448428,2.851286224,0.49503062,5.759817899,8.42047E-09,1.45319E-06,MS
SORCS2,3.371899746,3.127483617,0.536533945,5.829050795,5.57435E-09,1.45215E-06,LBD
CXCR4,6.56509614,3.809338308,0.661043562,5.762613125,8.28215E-09,1.44675E-06,MS
SIRT7,5.637180655,1.205680552,0.215261532,5.601003308,2.13115E-08,1.44237E-06,AD
CLASP2,32.01212439,1.878884676,0.325752118,5.767835639,8.02961E-09,1.41995E-06,MS
C1orf56,8.492147562,2.111247919,0.360968537,5.848841947,4.95007E-09,1.34009E-06,LBD
PLXNA1,4.856161929,1.384913294,0.246523601,5.61777163,1.93436E-08,1.33902E-06,AD
CTC1,3.59102807,1.338528855,0.238329549,5.616294168,1.95096E-08,1.33902E-06,AD
CREB5,8.602216859,2.983622313,0.515922122,5.78308661,7.33423E-09,1.31319E-06,MS
SLC30A10,1.942009602,2.697444912,0.478968626,5.631777881,1.78361E-08,1.25359E-06,AD
CAPG,10.93802775,1.236882498,0.219518091,5.634535595,1.75531E-08,1.24567E-06,AD
PIK3IP1,9.252311061,1.049172678,0.186055014,5.639045439,1.70995E-08,1.22825E-06,AD
C3orf62,4.704625788,1.044936088,0.185316925,5.638643564,1.71395E-08,1.22825E-06,AD
CD44,2.71948386,3.537186428,0.610029061,5.798390038,6.69546E-09,1.214E-06,MS
AHNAK,3.701617349,3.328417284,0.573003705,5.808718613,6.29528E-09,1.15607E-06,MS
CLDND1,12.67639411,2.362136578,0.40641128,5.812182617,6.16635E-09,1.1471E-06,MS
EEF2,21.59101358,2.145948632,0.368638615,5.821280097,5.83986E-09,1.10066E-06,MS
RPS29,22.45008999,2.925162292,0.502296418,5.823577852,5.7601E-09,1.1001E-06,MS
DPYD-AS1,3.43139848,2.350948916,0.414849424,5.666993324,1.45325E-08,1.07843E-06,AD
ZDHHC20,10.93933473,1.969655792,0.337658392,5.833279557,5.43484E-09,1.05201E-06,MS
RSAD1,4.155303675,1.342980202,0.236394173,5.681105364,1.33827E-08,1.02969E-06,AD
CDK14,7.90470933,3.629726555,0.620336524,5.851221741,4.87975E-09,9.57501E-07,MS
TMED4,8.254412287,1.361160825,0.238632903,5.703994734,1.17032E-08,9.2983E-07,AD
TXNRD1,20.88245353,1.943292571,0.327973514,5.925150927,3.12011E-09,9.27133E-07,LBD
SPDYE16,2.21868992,2.809575865,0.472023873,5.952190188,2.64578E-09,8.22949E-07,LBD
CCDC40,4.835781366,1.220988026,0.213095371,5.729772629,1.00565E-08,8.12246E-07,AD
PATJ,1.950640671,3.090861829,0.518773973,5.958012522,2.55324E-09,8.11431E-07,LBD
CHIT1,1.310856178,4.235900788,0.720137899,5.882068964,4.05169E-09,8.06062E-07,MS
ATP5MD,3.007618554,3.663847342,0.614044214,5.966748419,2.42028E-09,7.86269E-07,LBD
IGKC,2.303620483,5.940802929,1.007596472,5.896014024,3.72387E-09,7.59223E-07,MS
PDE8A,25.00520046,2.226729251,0.37777818,5.894277044,3.76325E-09,7.59223E-07,MS
SLC17A9,6.904351342,1.497716137,0.260361807,5.75244178,8.79636E-09,7.22438E-07,AD
UCKL1,2.679504658,1.217420936,0.21095705,5.770942173,7.88295E-09,6.58519E-07,AD
AC018682.1,3.37670973,3.740885107,0.623300091,6.001740026,1.95214E-09,6.48599E-07,LBD
IRAK2,6.028753842,2.196013053,0.364012366,6.032797937,1.61145E-09,6.28424E-07,Epilepsy
TREM2,24.56886496,1.088628972,0.188294896,5.781510784,7.40327E-09,6.22003E-07,AD
MCOLN1,7.21195268,1.406182417,0.24302413,5.786184346,7.20032E-09,6.11985E-07,AD
ARRDC2,7.803626051,2.487922187,0.419100244,5.93634154,2.91452E-09,6.05038E-07,MS
DNAH11,1.34216545,3.234063711,0.536589137,6.027076374,1.66952E-09,5.81113E-07,LBD
APOE,193.0514564,2.498744295,0.420003596,5.949340239,2.69225E-09,5.67116E-07,MS
SAMD4A,18.54016593,2.144035422,0.359811046,5.958781549,2.54126E-09,5.43298E-07,MS
ZNF804A,11.36796118,3.213569773,0.538360525,5.96917795,2.38452E-09,5.17513E-07,MS
NUCB2,4.458842029,1.213143095,0.208350148,5.822616902,5.79332E-09,5.16418E-07,AD
CD81,38.49793244,1.005773077,0.172586294,5.827653236,5.62122E-09,5.06707E-07,AD
PIP4K2A,43.42451087,1.458904871,0.243331437,5.995546205,2.02803E-09,4.53898E-07,MS
ZNF90,8.720577968,1.13871869,0.194678722,5.849220088,4.93883E-09,4.51255E-07,AD
CIP2A,1.04052315,3.582380697,0.589560105,6.076362137,1.2294E-09,4.49314E-07,LBD
LINC02232,3.952674819,3.80178396,0.622041458,6.111785494,9.85226E-10,4.40715E-07,Epilepsy
CD164,18.87998607,1.134320084,0.193420303,5.864534739,4.50394E-09,4.17861E-07,AD
MAVS,12.96656937,1.025468997,0.174904063,5.863037037,4.54477E-09,4.17861E-07,AD
ERBIN,2.603558846,3.648715871,0.595108597,6.131176542,8.72315E-10,4.14595E-07,Epilepsy
AKR1B1,11.92389723,1.135161304,0.193074998,5.879380107,4.11806E-09,3.85909E-07,AD
BABAM2,2.462338149,3.685795565,0.599471919,6.148404032,7.82665E-10,3.83985E-07,Epilepsy
NUPR1,8.928783996,1.928058288,0.327380556,5.889348806,3.8772E-09,3.729E-07,AD
NDUFAF8,1.783743095,3.381607947,0.552054345,6.125498287,9.04002E-10,3.57179E-07,LBD
TP53INP1,5.647097221,1.269593324,0.215179145,5.900169018,3.63129E-09,3.53906E-07,AD
FUT8,16.58812747,1.914329965,0.316783594,6.043021178,1.51255E-09,3.43901E-07,MS
FRMD4B,56.28567553,1.539665896,0.254677023,6.045562647,1.48889E-09,3.43901E-07,MS
IL27RA,1.847050355,1.522628125,0.257218204,5.919597065,3.22731E-09,3.25002E-07,AD
CHI3L1,7.686416233,2.376774482,0.4013016,5.922663858,3.16768E-09,3.21585E-07,AD
CD9,7.285448842,3.413163523,0.562744909,6.065205505,1.31785E-09,3.14217E-07,MS
MXI1,4.749362677,2.288458443,0.377462012,6.062751672,1.33812E-09,3.14217E-07,MS
RSRC1,29.70740828,1.104785632,0.18204528,6.068740889,1.28917E-09,3.12984E-07,MS
SLC46A1,3.335888946,1.510781324,0.254737828,5.930730169,3.0159E-09,3.1049E-07,AD
C1orf56,8.492147562,1.584134989,0.26670679,5.939612519,2.85697E-09,2.96213E-07,AD
POLR2F,6.524326072,2.654832478,0.436184485,6.086489935,1.15413E-09,2.8503E-07,MS
CHORDC1,14.89570326,1.32734379,0.222965191,5.953143557,2.6304E-09,2.78651E-07,AD
SCAMP3,6.789433764,1.167762899,0.196107283,5.95471458,2.60526E-09,2.78002E-07,AD
IQGAP2,7.7872794,2.734622667,0.448677135,6.094856314,1.09536E-09,2.75262E-07,MS
CXCL16,16.21895267,1.110828628,0.18629592,5.96271044,2.48088E-09,2.68652E-07,AD
APOLD1,3.272638293,2.021141332,0.326404328,6.192140109,5.93528E-10,2.55199E-07,LBD
AC087286.2,2.736525902,5.1307219,0.839653458,6.110523158,9.93051E-10,2.54008E-07,MS
MYO10,7.0756785,1.497905412,0.250280397,5.984909034,2.16511E-09,2.37983E-07,AD
ZFAND1,4.947885032,1.193361793,0.199092841,5.993996503,2.04746E-09,2.26756E-07,AD
TRIR,2.482410329,4.605503285,0.750778363,6.13430476,8.55324E-10,2.22758E-07,MS
AL360091.3,1.126424502,3.433292462,0.551661911,6.223544522,4.86047E-10,2.15319E-07,LBD
PTP4A2,11.80460834,2.720665352,0.442438482,6.149251165,7.78496E-10,2.06503E-07,MS
NINJ1,19.1412562,1.08408136,0.180275275,6.013477787,1.81585E-09,2.04439E-07,AD
ELMO1-AS1,14.59913255,2.528581411,0.419943753,6.021238307,1.73088E-09,2.0243E-07,AD
TPM2,1.983368594,1.828822884,0.303291878,6.029910524,1.6405E-09,1.93408E-07,AD
RNF220,14.74942097,2.562028245,0.415447664,6.166909738,6.96375E-10,1.88205E-07,MS
CASP4,10.16753859,1.138793188,0.188655432,6.036365765,1.57624E-09,1.87342E-07,AD
KAT2A,11.23250701,1.210713066,0.200348317,6.043040861,1.51236E-09,1.82721E-07,AD
PCNX2,3.001854488,3.534652806,0.56264673,6.282188479,3.3384E-10,1.81335E-07,Epilepsy
FAM135B,3.207225107,4.410426523,0.713954485,6.177461753,6.51403E-10,1.79437E-07,MS
TMEM119,13.48423216,1.153070265,0.190522299,6.052153851,1.42922E-09,1.74115E-07,AD
SPDYE5,3.62445588,2.295447985,0.37911406,6.054768804,1.40619E-09,1.73629E-07,AD
CXCL12,8.689630821,1.458873131,0.240594585,6.063615807,1.33095E-09,1.67734E-07,AD
PNPLA6,10.03174253,1.075102843,0.177086176,6.071071552,1.2706E-09,1.62937E-07,AD
VIM,5.643645665,4.236183671,0.683424337,6.198467691,5.70155E-10,1.60135E-07,MS
SPRY4-AS1,1.129436854,3.720310798,0.589626134,6.309609739,2.7974E-10,1.36317E-07,LBD
SLC22A15,3.163972763,3.825257467,0.613650173,6.233612623,4.55799E-10,1.30577E-07,MS
MOBP,5.541366997,4.379676296,0.702220197,6.236898792,4.46331E-10,1.30474E-07,MS
SCIN,50.67249255,1.113133354,0.181885925,6.119953226,9.36028E-10,1.29092E-07,AD
EEF1D,20.05020791,1.036645014,0.169201279,6.126697284,8.97219E-10,1.24919E-07,AD
LINC01374,7.986971358,2.492504257,0.383117701,6.505844677,7.7258E-11,1.24096E-07,COVID-19
LGALS3,2.081596267,4.159501382,0.665310622,6.251968994,4.0531E-10,1.20951E-07,MS
SMIM29,2.719572227,5.031131538,0.803535364,6.261244702,3.81917E-10,1.16395E-07,MS
PSAP,104.3884016,1.922409077,0.305242097,6.297981487,3.01547E-10,9.59856E-08,MS
CASS4,7.002526948,1.902908855,0.296277288,6.422729425,1.33852E-10,9.25345E-08,Epilepsy
ENGASE,7.839030508,1.285422465,0.207706109,6.188659887,6.06778E-10,9.06105E-08,AD
IVNS1ABP,14.2448648,1.078979026,0.174352439,6.188494024,6.07417E-10,9.06105E-08,AD
NAGK,18.93968577,1.030399268,0.166353914,6.194018785,5.86492E-10,8.93118E-08,AD
TBRG1,19.01979806,1.135717037,0.182459504,6.224488228,4.8313E-10,7.75194E-08,AD
ESRRA,6.934853236,1.05403986,0.169209317,6.229206989,4.68802E-10,7.69346E-08,AD
USP39,21.49018799,1.908808235,0.296723612,6.432950243,1.25151E-10,6.77621E-08,LBD
PLXND1,13.12859235,1.071442005,0.17070967,6.276399015,3.46504E-10,5.89017E-08,AD
SIGLEC8,15.3601333,1.113328874,0.176659405,6.302120606,2.93601E-10,5.04958E-08,AD
LINC01470,1.967531228,3.566806731,0.549833977,6.487061334,8.75267E-11,4.92136E-08,LBD
SGO2,1.310790982,3.835429251,0.590455807,6.495709252,8.26431E-11,4.83264E-08,LBD
ARID5B,18.19091093,2.157110215,0.336201623,6.416120758,1.39791E-10,4.55082E-08,MS
WASHC4,2.011735069,3.676843474,0.556058599,6.61233093,3.78315E-11,4.426E-08,Epilepsy
ARHGEF1,13.05402683,1.057797665,0.166818476,6.341010248,2.28263E-10,4.06949E-08,AD
ASAH1,39.15778443,1.006900176,0.158631199,6.347428391,2.18944E-10,4.03803E-08,AD
CNP,11.9292715,3.083578077,0.478718505,6.441317907,1.1844E-10,3.98916E-08,MS
DPYD,63.22059238,2.749951246,0.427034561,6.439645638,1.19753E-10,3.98916E-08,MS
LTA4H,7.708013748,2.521523865,0.389795747,6.468833693,9.87622E-11,3.45041E-08,MS
TMEM144,18.33484554,2.477559476,0.38284107,6.471509119,9.70289E-11,3.45041E-08,MS
SLC38A2,22.89368655,1.068489051,0.167175145,6.391434866,1.64336E-10,3.24653E-08,AD
MKNK2,4.464789627,1.405271953,0.219557249,6.400480778,1.54888E-10,3.1066E-08,AD
CMTM3,7.538478042,1.31680416,0.205742776,6.40024494,1.55128E-10,3.1066E-08,AD
FYB1,6.343168952,4.433424664,0.661957126,6.697449863,2.12088E-11,2.93241E-08,Epilepsy
DPYSL5,2.132421007,4.202981231,0.645917919,6.506989681,7.66717E-11,2.81601E-08,MS
PTPRG,24.97044958,3.69914842,0.568204063,6.510246337,7.50277E-11,2.81601E-08,MS
SPDYE16,2.21868992,2.302016939,0.357800171,6.433806149,1.24448E-10,2.63667E-08,AD
ARMC9,12.54615194,2.098961189,0.326164468,6.435284629,1.23242E-10,2.63667E-08,AD
MBP,60.50309688,2.107484575,0.322793594,6.528892199,6.62579E-11,2.56508E-08,MS
AC024230.1,1.76359113,4.164229829,0.628311153,6.627655441,3.4106E-11,2.37427E-08,LBD
TUT4,2.044189781,3.757393634,0.554113723,6.780907026,1.19424E-11,1.81632E-08,Epilepsy
SEMA3A,1.989853534,3.421293224,0.512440142,6.676473881,2.4476E-11,1.78907E-08,LBD
TENT2,2.34740633,3.847432166,0.562028093,6.845622507,7.6144E-12,1.59363E-08,Epilepsy
SRSF6,11.10792978,1.325570329,0.202222725,6.555001807,5.56412E-11,1.37868E-08,AD
MICAL1,11.29803833,1.220839491,0.186192615,6.556863119,5.49514E-11,1.37868E-08,AD
LINC01736,3.903611853,4.15080848,0.616599495,6.73177405,1.67607E-11,1.36125E-08,LBD
GRK3,2.529149792,3.94121878,0.57080921,6.904616662,5.03392E-12,1.27601E-08,Epilepsy
MKRN3,5.298248518,2.52948374,0.384735128,6.57461084,4.87806E-11,1.27343E-08,AD
RNF13,38.65155207,1.185405285,0.178328761,6.647302878,2.98512E-11,1.18775E-08,MS
DENND4C,19.9847212,2.291048325,0.344384025,6.652597552,2.87965E-11,1.17852E-08,MS
NT5DC1,7.290357343,2.049938955,0.307513884,6.666167153,2.6257E-11,1.10619E-08,MS
VWA1,1.810691602,4.793324519,0.716274961,6.692017423,2.20115E-11,9.63538E-09,MS
